file_x,file_y,decision,VGG-Face_cosine,VGG-Face_euclidean,VGG-Face_euclidean_l2,Facenet_cosine,Facenet_euclidean,Facenet_euclidean_l2,DeepFace_cosine,DeepFace_euclidean,DeepFace_euclidean_l2
Dataset/IU_student/ITITIU17073\ITITIU17073_13.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.3627,0.5265,0.8517,0.4943,10.1641,0.9943,0.6333,75.6846,1.1254
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Yes,0.2935,0.4137,0.7661,0.3685,8.7955,0.8585,0.2102,51.585,0.6484
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Yes,0.1989,0.4965,0.6307,0.3127,8.0694,0.7908,0.3854,67.5636,0.878
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Yes,0.4279,0.4631,0.9251,0.5204,10.3218,1.0202,0.3066,63.7507,0.7831
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Yes,0.4154,0.4888,0.9115,0.5632,11.3139,1.0613,0.5485,84.9255,1.0474
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Yes,0.4328,0.4856,0.9304,0.611,10.6149,1.1055,0.4059,69.4761,0.901
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Yes,0.3619,0.4936,0.8508,0.3348,8.3756,0.8183,0.2977,62.0054,0.7716
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Yes,0.3353,0.632,0.8188,0.2819,7.3947,0.7508,0.3637,72.0279,0.8529
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.2731,0.4395,0.7391,0.242,6.6571,0.6957,0.3166,64.5293,0.7957
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.2884,0.3783,0.7595,0.3073,7.4863,0.7839,0.3077,63.5176,0.7844
Dataset/IU_student/ITITIU17073\ITITIU17073_14.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.154,0.2376,0.5549,0.1863,5.8782,0.6104,0.2191,48.5356,0.662
Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Yes,0.2044,0.4684,0.6394,0.2521,7.3749,0.71,0.3394,65.4053,0.8239
Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Yes,0.3112,0.4462,0.7889,0.5733,11.0368,1.0708,0.4241,76.6465,0.921
Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Yes,0.2982,0.4541,0.7722,0.4875,10.6942,0.9874,0.5756,89.2094,1.0729
Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Yes,0.2977,0.4468,0.7716,0.4529,9.3653,0.9517,0.4255,73.3293,0.9225
Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Yes,0.2891,0.4681,0.7604,0.3163,8.2842,0.7953,0.2764,61.2114,0.7435
Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Yes,0.2751,0.573,0.7418,0.2971,7.762,0.7709,0.3396,70.9602,0.8241
Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.2861,0.4651,0.7564,0.4241,8.9653,0.921,0.3198,66.3603,0.7997
Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.3854,0.492,0.878,0.4581,9.324,0.9572,0.395,73.6364,0.8888
Dataset/IU_student/ITITIU17073\ITITIU17073_15.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.2473,0.3848,0.7033,0.3641,8.343,0.8533,0.3695,65.0866,0.8597
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Yes,0.3547,0.5911,0.8422,0.6066,11.3082,1.1014,0.4403,76.1817,0.9384
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Yes,0.3339,0.5808,0.8172,0.3728,9.3307,0.8635,0.4618,77.9372,0.9611
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Yes,0.3579,0.5967,0.846,0.5025,9.8085,1.0025,0.395,68.4882,0.8888
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Yes,0.2186,0.4829,0.6613,0.2449,7.2619,0.6998,0.3648,68.5431,0.8542
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Yes,0.1978,0.5072,0.6289,0.2388,6.9324,0.691,0.3106,66.7133,0.7882
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.2369,0.5011,0.6883,0.3512,8.141,0.8381,0.4265,74.7287,0.9236
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.3155,0.5625,0.7944,0.3379,8.0051,0.8221,0.3697,69.5156,0.8599
Dataset/IU_student/ITITIU17073\ITITIU17073_16.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.1489,0.4699,0.5457,0.4481,9.1772,0.9467,0.481,70.9327,0.9808
Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Yes,0.1044,0.2639,0.457,0.374,9.289,0.8648,0.483,83.2767,0.9829
Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Yes,0.1281,0.2845,0.5062,0.3303,7.9003,0.8127,0.3575,68.834,0.8456
Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Yes,0.2074,0.3919,0.6441,0.4605,9.8825,0.9597,0.3709,72.3,0.8613
Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Yes,0.2134,0.525,0.6532,0.4292,9.1882,0.9265,0.3925,77.4357,0.8861
Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.145,0.3312,0.5385,0.3682,8.2372,0.8582,0.3741,73.1282,0.865
Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.2237,0.36,0.6689,0.4327,8.9283,0.9302,0.3505,70.6937,0.8372
Dataset/IU_student/ITITIU17073\ITITIU17073_2.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.3747,0.4315,0.8657,0.6138,10.5977,1.108,0.4069,70.1809,0.9021
Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Yes,0.0853,0.2415,0.4129,0.2795,7.8303,0.7476,0.4054,73.1928,0.9005
Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Yes,0.2244,0.4153,0.67,0.2945,8.3206,0.7675,0.4909,83.1137,0.9909
Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Yes,0.266,0.5649,0.7293,0.3289,8.5612,0.811,0.5363,90.4129,1.0357
Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.1858,0.3778,0.6096,0.45,9.7102,0.9487,0.5317,87.1246,1.0312
Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.2558,0.4061,0.7153,0.4617,9.843,0.9609,0.5446,88.0615,1.0436
Dataset/IU_student/ITITIU17073\ITITIU17073_3.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.3576,0.4555,0.8457,0.6579,11.6488,1.1471,0.6065,84.6528,1.1014
Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Yes,0.2472,0.4313,0.7032,0.4372,9.1939,0.9351,0.4012,71.9783,0.8958
Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Yes,0.3029,0.5961,0.7784,0.4323,8.7167,0.9299,0.3758,73.2344,0.867
Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.2253,0.4116,0.6713,0.4065,8.0681,0.9016,0.4245,74.6794,0.9215
Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.275,0.4121,0.7416,0.4496,8.5088,0.9482,0.4141,73.652,0.9101
Dataset/IU_student/ITITIU17073\ITITIU17073_4.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.3758,0.4526,0.8669,0.5667,9.5519,1.0647,0.4943,72.0778,0.9943
Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Yes,0.1171,0.4015,0.4839,0.1133,4.8274,0.476,0.3289,70.3337,0.8111
Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.1351,0.3323,0.5198,0.2612,7.0978,0.7227,0.3367,68.6768,0.8206
Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.192,0.3774,0.6196,0.2932,7.5096,0.7658,0.3449,69.4186,0.8306
Dataset/IU_student/ITITIU17073\ITITIU17073_5.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.2378,0.42,0.6896,0.422,8.9486,0.9187,0.364,65.5583,0.8532
Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Yes,0.0892,0.3631,0.4224,0.2222,6.1842,0.6666,0.3873,76.7378,0.8802
Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.197,0.5136,0.6276,0.2877,7.0377,0.7585,0.2748,64.6404,0.7414
Dataset/IU_student/ITITIU17073\ITITIU17073_6.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.2557,0.5902,0.7151,0.3169,7.3813,0.7961,0.4265,75.0402,0.9236
Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Yes,0.0961,0.2768,0.4383,0.1397,4.658,0.5286,0.3533,70.7693,0.8406
Dataset/IU_student/ITITIU17073\ITITIU17073_7.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.2327,0.4158,0.6822,0.3108,6.9456,0.7884,0.3187,62.3808,0.7983
Dataset/IU_student/ITITIU17073\ITITIU17073_8.jpg,Dataset/IU_student/ITITIU17073\ITITIU17073_9.jpg,Yes,0.2155,0.33,0.6565,0.3529,7.4242,0.8401,0.2993,60.4796,0.7737
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Yes,0.339,0.4589,0.8235,0.4792,11.9637,0.979,0.2564,62.5286,0.716
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Yes,0.3503,0.4154,0.837,0.2686,8.7398,0.733,0.3137,65.9732,0.7921
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Yes,0.3361,0.4061,0.8198,0.2498,7.9311,0.7069,0.309,65.1041,0.7861
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Yes,0.319,0.4218,0.7987,0.1972,7.1574,0.628,0.2699,65.6154,0.7348
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Yes,0.3071,0.3948,0.7837,0.2851,8.3533,0.7551,0.2791,64.2046,0.7471
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Yes,0.3232,0.4313,0.8041,0.2468,7.8999,0.7025,0.3841,73.356,0.8765
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,Yes,0.3555,0.4162,0.8433,0.3147,9.1103,0.7933,0.3873,72.633,0.8802
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Yes,0.3698,0.4263,0.8601,0.2423,8.0739,0.6961,0.3164,66.6005,0.7955
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,Yes,0.3057,0.4026,0.7819,0.2021,7.2044,0.6358,0.2676,63.4086,0.7316
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Yes,0.3087,0.3923,0.7857,0.3205,8.7629,0.8006,0.2661,61.077,0.7295
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,Yes,0.4777,0.4731,0.9775,0.6281,11.9071,1.1208,0.3405,68.989,0.8252
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,Yes,0.2582,0.3872,0.7186,0.2874,9.0281,0.7581,0.2853,65.2774,0.7554
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,Yes,0.2652,0.3798,0.7283,0.2952,9.0873,0.7684,0.2506,60.2125,0.708
Dataset/IU_student/ITITIU17067\ITITIU17067_1-min.jpg,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,Yes,0.2506,0.3839,0.708,0.2485,7.9675,0.705,0.2706,63.5383,0.7357
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Yes,0.2202,0.3596,0.6637,0.4445,11.5062,0.9428,0.22,54.5434,0.6633
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Yes,0.1884,0.3451,0.6139,0.477,11.0988,0.9768,0.2134,53.5209,0.6534
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Yes,0.1637,0.3144,0.5722,0.4324,10.7699,0.9299,0.1941,55.0638,0.6231
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Yes,0.1706,0.3216,0.584,0.5058,11.1475,1.0058,0.2378,58.3876,0.6896
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Yes,0.1914,0.3423,0.6187,0.4843,11.2187,0.9842,0.384,72.135,0.8764
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,Yes,0.2587,0.3849,0.7193,0.4716,11.4353,0.9712,0.2822,61.2148,0.7513
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Yes,0.2339,0.3676,0.6839,0.4362,11.1002,0.934,0.2193,54.7162,0.6623
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,Yes,0.155,0.305,0.5568,0.4228,10.5145,0.9196,0.2238,57.1745,0.6691
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Yes,0.1854,0.341,0.609,0.6072,11.8911,1.102,0.2072,53.0882,0.6438
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,Yes,0.2992,0.4071,0.7736,0.742,13.28,1.2182,0.328,66.5681,0.81
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,Yes,0.0881,0.2345,0.4199,0.2554,8.7215,0.7147,0.1983,53.6542,0.6298
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,Yes,0.0919,0.2401,0.4287,0.2605,8.7573,0.7218,0.2004,52.9957,0.633
Dataset/IU_student/ITITIU17067\ITITIU17067_10-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,Yes,0.1009,0.2513,0.4493,0.385,10.1504,0.8776,0.2216,56.6777,0.6658
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Yes,0.0352,0.1063,0.2654,0.0907,5.0801,0.4258,0.1426,39.8352,0.534
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Yes,0.0973,0.228,0.4411,0.1315,5.9008,0.5129,0.2386,58.8472,0.6908
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Yes,0.0735,0.161,0.3834,0.1428,6.3048,0.5343,0.2356,54.8246,0.6864
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Yes,0.1289,0.267,0.5077,0.1419,6.1248,0.5328,0.3651,65.3863,0.8545
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,Yes,0.0433,0.1165,0.2941,0.0774,4.5924,0.3934,0.1912,46.2429,0.6183
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Yes,0.0057,0.0435,0.1068,0.0084,1.6735,0.13,0.0216,15.9243,0.208
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,Yes,0.0958,0.2044,0.4378,0.1104,5.4955,0.4699,0.2443,56.6343,0.6989
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Yes,0.0311,0.0993,0.2493,0.1722,6.9275,0.5869,0.1697,44.1486,0.5826
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,Yes,0.2481,0.2759,0.7044,0.4427,10.1155,0.941,0.3033,59.3394,0.7789
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,Yes,0.2353,0.3446,0.686,0.27,8.7369,0.7349,0.2874,61.0174,0.7581
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,Yes,0.1946,0.2916,0.6239,0.1957,7.3857,0.6256,0.1947,48.8479,0.624
Dataset/IU_student/ITITIU17067\ITITIU17067_11-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,Yes,0.1879,0.3185,0.613,0.1728,6.6962,0.5879,0.2243,54.0019,0.6698
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Yes,0.0424,0.188,0.2913,0.0497,3.2134,0.3154,0.1775,51.2814,0.5958
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Yes,0.0365,0.1212,0.2702,0.0264,2.325,0.23,0.1424,42.7313,0.5337
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Yes,0.0803,0.2374,0.4008,0.0691,3.6304,0.3716,0.3629,64.4434,0.8519
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,Yes,0.092,0.1617,0.4289,0.1324,5.4232,0.5146,0.2686,54.0905,0.7329
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Yes,0.039,0.1137,0.2791,0.0721,4.2129,0.3798,0.1563,42.2166,0.5592
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,Yes,0.0481,0.1652,0.3101,0.0293,2.3616,0.2422,0.1909,50.0191,0.6178
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Yes,0.0224,0.0803,0.2119,0.0566,3.4065,0.3363,0.0492,23.6067,0.3138
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,Yes,0.2802,0.2822,0.7486,0.3325,7.5795,0.8155,0.2817,56.5338,0.7505
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,Yes,0.2041,0.3279,0.6389,0.2273,7.5555,0.6743,0.2267,54.0058,0.6734
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,Yes,0.1466,0.2607,0.5414,0.1738,6.5928,0.5896,0.1076,36.3207,0.464
Dataset/IU_student/ITITIU17067\ITITIU17067_12-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,Yes,0.1409,0.2924,0.5308,0.1163,4.8094,0.4823,0.144,43.4517,0.5367
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Yes,0.0196,0.1245,0.1981,0.0683,3.8473,0.3696,0.084,36.1783,0.41
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Yes,0.0597,0.1807,0.3456,0.0744,3.9122,0.3856,0.2744,63.1999,0.7408
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,Yes,0.1636,0.2839,0.572,0.1906,6.57,0.6174,0.3439,69.6466,0.8293
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Yes,0.1058,0.2343,0.46,0.1171,5.2592,0.4839,0.2384,59.0088,0.6905
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,Yes,0.0138,0.0898,0.1664,0.0304,2.5325,0.2467,0.0736,33.976,0.3838
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Yes,0.0468,0.1872,0.306,0.1239,5.0755,0.4979,0.1544,48.1218,0.5556
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_6-min.JPG,Yes,0.3405,0.3866,0.8252,0.4143,8.7973,0.9103,0.2279,57.7532,0.6752
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_7-min.JPG,Yes,0.1502,0.2874,0.548,0.2003,7.1752,0.6329,0.153,48.5471,0.5532
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_8-min.JPG,Yes,0.0993,0.2243,0.4457,0.1326,5.8259,0.5151,0.1307,44.6076,0.5113
Dataset/IU_student/ITITIU17067\ITITIU17067_13-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_9-min.JPG,Yes,0.0882,0.2231,0.4201,0.0952,4.4686,0.4363,0.0997,39.3431,0.4465
Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_15-min.JPG,Yes,0.0576,0.1909,0.3395,0.0683,3.5966,0.3695,0.3061,62.9677,0.7825
Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_2-min.JPG,Yes,0.1315,0.2122,0.5128,0.1642,5.9941,0.573,0.3487,66.0452,0.8351
Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_3-min.JPG,Yes,0.0814,0.1696,0.4036,0.1156,5.3316,0.4809,0.2389,55.5581,0.6913
Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_4-min.JPG,Yes,0.0283,0.1167,0.238,0.0333,2.6107,0.258,0.0949,36.5542,0.4356
Dataset/IU_student/ITITIU17067\ITITIU17067_14-min.JPG,Dataset/IU_student/ITITIU17067\ITITIU17067_5-min.JPG,Yes,0.0317,0.1118,0.252,0.033,2.2643,0.257,0.0977,35.7731,0.442
